,price,Address,area,Bedrooms,Bathrooms,neworold,type_of_building,Address_Values
670,19500000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",875.0,2,2,0,0,70.0
671,15000000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",980.0,2,2,0,0,70.0
672,16000000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",620.0,2,2,0,0,70.0
673,15000000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",850.0,2,2,0,0,70.0
676,12500000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",800.0,2,2,0,0,70.0
677,17500000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",870.0,2,2,0,0,70.0
678,12100000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",630.0,2,2,0,0,70.0
680,12000000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",510.0,2,2,0,0,70.0
681,33000000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1350.0,3,3,0,0,70.0
682,14500000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1000.0,2,2,0,0,70.0
683,23500000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",965.0,3,3,0,0,70.0
684,33500000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1425.0,3,3,0,0,70.0
687,19000000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",866.0,2,2,0,0,70.0
688,18000000.0,"Kandivali West, Mumbai - North Mumbai, Maharashtra",732.0,2,2,0,0,70.0
689,15000000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",900.0,2,2,0,0,12.0
690,16800000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",645.0,2,2,1,0,12.0
691,37500000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",1650.0,3,3,0,0,12.0
692,32000000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",1638.0,3,4,0,0,12.0
693,21000000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",1050.0,2,2,0,0,12.0
694,17500000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",677.0,2,2,0,0,12.0
695,34000000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",1640.0,3,4,0,0,12.0
696,16000000.0,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",960.0,2,2,0,0,12.0
697,105000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",2200.0,4,4,0,0,18.0
698,40000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",1100.0,3,2,0,0,18.0
699,80000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",1880.0,4,4,0,0,18.0
700,65000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",1500.0,3,3,0,0,18.0
701,50000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",1200.0,5,3,0,0,18.0
702,48000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",1129.0,3,4,0,0,18.0
703,40000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",880.0,2,2,0,0,18.0
704,50000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",1400.0,3,3,0,0,18.0
705,28000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",700.0,2,2,0,0,18.0
706,50000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",1500.0,2,3,0,0,18.0
707,45000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",990.0,2,2,0,1,18.0
708,25000000.0,"Khar West, Mumbai - Western Suburbs, Maharashtra",600.0,2,2,0,1,18.0
709,20000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",693.0,2,2,0,0,13.0
710,35000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",1170.0,3,3,0,0,13.0
711,33000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",1200.0,3,2,0,0,13.0
712,55000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",1500.0,4,5,0,0,13.0
713,17500000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",740.0,2,2,0,0,13.0
714,105000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",3000.0,4,2,1,0,13.0
715,80000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",2200.0,4,4,0,1,13.0
716,130000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",5200.0,5,5,0,0,13.0
717,30000000.0,"Lokhandwala Complex, Mumbai - Western Suburbs, Maharashtra",1000.0,2,2,0,0,13.0
718,33000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1000.0,2,2,0,0,11.0
719,48000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1235.0,3,3,0,0,11.0
720,29000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",800.0,2,2,0,0,11.0
721,29500000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",750.0,2,2,0,0,11.0
722,65000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1650.0,5,4,0,0,11.0
723,40000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1300.0,3,3,0,0,11.0
724,60000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1500.0,4,3,0,0,11.0
725,35000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1150.0,2,2,0,0,11.0
727,16000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",752.0,2,2,0,0,35.0
728,18500000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1000.0,2,2,0,0,35.0
730,18000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1100.0,2,2,0,0,35.0
731,18000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",750.0,2,2,1,0,35.0
732,17000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",785.0,3,3,0,0,35.0
733,22000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1000.0,3,3,0,0,35.0
734,18500000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1100.0,2,2,0,1,35.0
735,19000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",955.0,2,2,0,0,35.0
736,16000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",860.0,2,2,0,0,35.0
737,14000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",650.0,2,2,0,0,35.0
738,19500000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1100.0,2,2,0,0,35.0
739,45000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1950.0,3,3,0,0,35.0
740,15500000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",705.0,2,2,0,0,35.0
741,16000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",625.0,2,2,0,0,35.0
742,16000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",800.0,2,2,0,0,35.0
744,22200000.000000004,"Malad East, Mumbai - North Mumbai, Maharashtra",1347.0,2,2,0,0,35.0
746,23000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1272.0,2,2,0,0,35.0
747,25000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1105.0,3,3,0,0,35.0
750,15500000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",970.0,2,2,0,0,35.0
752,17500000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",1015.0,2,2,0,0,35.0
753,94000000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",3617.0,5,3,0,0,35.0
755,16500000.0,"Malad East, Mumbai - North Mumbai, Maharashtra",900.0,2,2,0,0,35.0
756,32500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1755.0,3,4,0,0,69.0
757,15000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",920.0,2,2,0,1,69.0
758,17500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",900.0,2,2,0,0,69.0
760,17000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",845.0,2,2,0,0,69.0
762,26000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1315.0,3,2,0,0,69.0
763,36000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1800.0,3,3,0,0,69.0
764,18500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",810.0,2,2,0,0,69.0
765,14000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",700.0,2,2,0,0,69.0
767,15000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",980.0,2,2,0,0,69.0
768,26500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1450.0,3,3,0,0,69.0
769,12000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",644.0,2,2,0,1,69.0
770,19900000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",886.0,2,2,0,0,69.0
771,14000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",805.0,2,3,1,0,69.0
772,22500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1450.0,2,2,0,0,69.0
773,31500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1515.0,3,3,0,0,69.0
774,15000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",810.0,2,2,0,0,69.0
775,16000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1000.0,2,2,0,0,69.0
776,17500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",850.0,2,2,0,0,69.0
777,14000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",630.0,2,2,0,0,69.0
778,18000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",950.0,2,2,0,0,69.0
779,16500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",850.0,2,2,0,0,69.0
780,27500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1400.0,3,3,0,0,69.0
782,15000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1080.0,2,3,0,0,69.0
783,20000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1000.0,2,3,0,0,69.0
784,17500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",980.0,2,2,0,0,69.0
785,12000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",750.0,2,2,0,0,69.0
786,14200000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",750.0,2,2,0,0,69.0
788,16000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",710.0,2,2,0,1,69.0
789,34000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1625.0,3,3,0,0,69.0
790,13500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",950.0,2,2,0,0,69.0
791,15500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",920.0,2,2,0,0,69.0
792,17500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1100.0,2,2,0,0,69.0
793,14000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",850.0,2,2,0,0,69.0
794,25100000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1240.0,3,3,0,0,69.0
796,16299999.999999998,"Malad West, Mumbai - Western Suburbs, Maharashtra",850.0,2,2,0,0,69.0
797,17500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",834.0,3,3,0,0,69.0
798,23500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",1105.0,3,3,1,0,69.0
801,9000000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",600.0,2,2,0,0,69.0
802,25300000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1450.0,3,3,1,0,11.0
803,19000000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1150.0,2,2,0,0,11.0
804,18000000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1100.0,2,2,0,0,11.0
805,22000000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1260.0,2,3,1,0,11.0
806,38000000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",2200.0,4,2,0,0,11.0
807,19000000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1100.0,3,2,0,0,11.0
808,18500000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1190.0,2,2,0,0,11.0
809,18000000.0,"Malad West, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1130.0,2,2,0,0,11.0
811,16000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",720.0,2,2,0,0,21.0
812,21500000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",1150.0,2,2,0,0,21.0
813,18000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",1092.0,2,2,0,1,21.0
814,17500000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",875.0,2,2,0,0,21.0
815,20000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",882.0,2,2,0,1,21.0
816,16000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",675.0,2,2,0,0,21.0
817,17500000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",800.0,2,2,0,0,21.0
818,13000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",580.0,2,2,0,0,21.0
819,16000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",700.0,2,2,0,0,21.0
820,14500000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",902.0,2,2,0,0,21.0
821,25000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",1350.0,4,4,0,0,21.0
822,17500000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",1115.0,2,2,0,0,21.0
823,18000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",950.0,4,4,0,0,21.0
824,13000000.0,"Marol, Mumbai - Western Suburbs, Maharashtra",670.0,2,2,0,0,21.0
825,7500000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,16.0
826,18000000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",2000.0,3,3,0,0,16.0
827,9500000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",1050.0,2,2,0,0,16.0
828,9500000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",1010.0,2,2,0,1,16.0
829,21000000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",1800.0,3,2,0,0,16.0
830,9000000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",975.0,3,2,0,0,16.0
831,9000000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",965.0,2,2,0,0,16.0
832,7500000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",845.0,2,2,0,0,16.0
833,8700000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",960.0,2,2,0,0,16.0
834,35000000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",3260.0,5,5,0,0,16.0
835,5500000.0,"Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",729.0,2,2,0,0,16.0
836,14000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1425.0,3,3,0,0,154.0
837,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",795.0,2,2,0,0,154.0
838,8230000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
839,10300000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1035.0,2,2,0,0,154.0
840,9500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",985.0,2,2,0,0,154.0
841,7000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",890.0,2,2,0,0,154.0
842,15000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1535.0,3,3,0,1,154.0
843,9500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",981.0,2,2,0,0,154.0
844,6959999.999999999,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",870.0,2,3,0,0,154.0
845,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",773.0,2,2,0,0,154.0
846,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
847,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",945.0,2,2,0,0,154.0
848,14000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1425.0,3,3,0,0,154.0
849,9200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",890.0,2,2,0,0,154.0
850,7500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",960.0,2,3,0,0,154.0
851,9800000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1050.0,2,2,0,0,154.0
852,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",935.0,2,2,0,0,154.0
853,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1155.0,2,2,0,0,154.0
854,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,154.0
855,15000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1535.0,3,3,0,1,154.0
856,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1005.0,2,2,0,0,154.0
857,10400000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1015.0,2,2,0,0,154.0
858,9450000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",972.0,2,2,0,0,154.0
859,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",711.0,2,3,0,0,154.0
860,6700000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",765.0,2,2,0,0,154.0
861,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",972.0,2,2,0,0,154.0
862,11000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",995.0,2,2,0,0,154.0
863,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1005.0,2,2,0,0,154.0
864,8300000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,154.0
865,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1050.0,2,2,0,0,154.0
866,9500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
867,20000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",2000.0,5,4,0,0,154.0
868,10500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",965.0,2,2,0,0,154.0
869,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
870,6500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",730.0,2,3,0,1,154.0
871,8200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,154.0
872,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",700.0,2,2,0,0,154.0
873,8200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",875.0,2,2,0,0,154.0
875,13500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1296.0,2,2,0,0,154.0
876,9850000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1065.0,2,2,0,0,154.0
877,8600000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",915.0,2,2,0,0,154.0
878,7500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,154.0
879,7400000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",750.0,2,2,0,0,154.0
880,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",875.0,2,2,0,0,154.0
881,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1050.0,2,2,0,0,154.0
882,8800000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",800.0,2,2,0,0,154.0
884,9200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",800.0,2,2,0,0,154.0
885,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1050.0,2,2,0,0,154.0
887,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",825.0,2,2,0,0,154.0
888,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",915.0,2,2,0,0,154.0
889,12000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1100.0,2,2,0,0,154.0
890,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1140.0,2,2,0,0,154.0
891,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",900.0,2,2,0,0,154.0
893,7200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",692.0,2,2,0,0,154.0
895,7800000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",720.0,2,2,0,0,154.0
896,8900000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,2,2,0,0,154.0
897,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",835.0,2,2,0,1,154.0
898,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1065.0,2,2,0,1,154.0
899,6500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",575.0,2,2,0,0,154.0
900,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1080.0,2,2,0,0,154.0
901,8300000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",910.0,2,2,0,0,154.0
902,8700000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1020.0,2,3,0,0,154.0
903,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",920.0,2,2,0,0,154.0
904,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",965.0,2,2,0,0,154.0
905,7500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",745.0,2,2,0,0,154.0
906,6000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",750.0,2,2,0,0,154.0
908,10500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1075.0,2,2,0,0,154.0
909,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1020.0,2,3,0,0,154.0
910,7200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",875.0,2,2,0,0,154.0
911,8450000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",905.0,2,2,0,0,154.0
912,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",980.0,2,2,1,0,154.0
913,7000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",865.0,2,2,0,0,154.0
914,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1050.0,2,2,0,0,154.0
915,9500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",975.0,2,2,0,0,154.0
916,9700000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",995.0,2,2,0,0,154.0
917,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",900.0,2,2,0,0,154.0
920,7659999.999999999,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
922,8570000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1010.0,2,2,0,0,154.0
923,8400000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,2,2,0,0,154.0
924,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",845.0,2,2,0,0,154.0
925,7200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",800.0,2,2,0,0,154.0
926,7600000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",945.0,2,2,0,0,154.0
927,9500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
928,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",810.0,2,2,0,0,154.0
929,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,154.0
930,9500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1020.0,2,2,0,1,154.0
931,9000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1005.0,2,3,0,0,154.0
932,9400000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1020.0,2,2,0,0,154.0
934,10000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",945.0,2,2,0,0,154.0
935,9100000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",810.0,2,2,0,0,154.0
936,8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",815.0,2,2,0,0,154.0
937,9500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,154.0
938,10500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,2,2,0,0,154.0
939,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
940,7800000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",882.0,2,2,0,0,154.0
941,13500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1250.0,3,2,0,0,154.0
942,6600000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",650.0,2,2,0,0,154.0
945,7800000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",900.0,2,2,0,0,154.0
947,8000000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",800.0,3,2,0,0,154.0
948,9600000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1055.0,2,2,1,0,23.0
949,10400000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1024.0,2,2,1,0,23.0
950,7200000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,1,0,23.0
951,9500000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",950.0,2,2,0,0,23.0
952,7500000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",765.0,2,2,0,0,23.0
953,7500000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,23.0
954,7500000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,2,2,0,0,23.0
955,10600000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,2,2,0,0,23.0
956,8500000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",920.0,2,2,0,0,23.0
957,10000000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1250.0,2,2,0,0,23.0
958,9500000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",899.0,2,2,0,0,23.0
959,8300000.0,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",910.0,2,2,0,0,23.0
